Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,TBD_Flag,Outlier_Flag,User_Score_Norm,Critic_User_Diff,Percentage_of_Releases,Mean_UserCritic_Score
Tak and the Guardians of Gross,Wii,2008.0,Action,THQ,0.14,0.0,0.0,0.01,0.16,63.0,5.0,8.0,5.0,THQ,E10+,False,False,80.0,-17.0,14.131736526946106,71.5
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Jurassic Park: The Game,Xbox 360,1995.0,Action,Unknown,0.15,0.0,0.0,0.01,0.16,60.0,9.0,3.6,138.0,Telltale Games,T,False,False,36.0,24.0,27.56756756756757,48.0
The Incredible Hulk: The Pantheon Saga,Playstation,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
The Idolm@ster 2,Playstation 3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Dynasty Warriors 8: Xtreme Legends,Playstation 3,2013.0,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68.0,4.0,6.8,9.0,Omega Force,T,False,True,68.0,0.0,14.939024390243901,68.0
Godzilla Unleashed,Wii,2007.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,44.0,31.0,7.2,37.0,"Pipeworks Software, Inc.",E10+,False,False,72.0,-28.0,13.48973607038123,58.0
AC/DC LIVE: Rock Band Track Pack,Playstation 2,2008.0,Misc,MTV Games,0.08,0.06,0.0,0.02,0.16,-1.0,-1.0,0.0,-1.0,Harmonix Music Systems,T,True,True,0.0,0.0,23.47305389221557,0.0
Sherlock Holmes vs. Jack the Ripper,Xbox 360,2009.0,Adventure,Focus Home Interactive,0.11,0.03,0.0,0.01,0.16,62.0,24.0,6.8,14.0,Frogwares,T,False,False,68.0,-6.0,24.245939675174014,65.0
Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,55.0,23.0,5.5,267.0,City Interactive,M,False,False,55.0,0.0,11.827956989247312,55.0
Polaris SnoCross,Playstation,2000.0,Racing,Vatical Entertainment,0.09,0.06,0.0,0.01,0.16,57.0,6.0,0.0,-1.0,Vicarious Visions,E,True,False,0.0,57.0,25.151515151515152,28.5
Wing Commander III: Heart of the Tiger,Playstation,1996.0,Action,Electronic Arts,0.09,0.06,0.0,0.01,0.16,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Fist of the North Star: Ken's Rage,Xbox 360,2010.0,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,59.0,38.0,7.3,23.0,Koei,M,False,False,73.0,-14.0,11.827956989247312,66.0
Chaotic: Shadow Warriors,Xbox 360,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,60.0,4.0,5.0,4.0,FUN Labs,E10+,False,False,50.0,10.0,15.4292343387471,55.0
Muppet RaceMania,Playstation,1999.0,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Namco Museum Vol.5,Playstation,1996.0,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Courier Crisis,Playstation,1997.0,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Winning Post 3,Playstation,1998.0,Racing,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Driven,Playstation 2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,38.0,10.0,3.4,5.0,Bam Entertainment,T,False,False,34.0,4.0,28.37465564738292,36.0
"Warhammer 40,000: Fire Warrior",Playstation 2,2003.0,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,64.0,23.0,8.3,63.0,Kuju Entertainment,M,False,False,83.0,-19.0,12.959999999999999,73.5
All-Pro Football 2K8,Playstation 3,2007.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,73.0,23.0,7.3,21.0,Visual Concepts,E10+,False,False,73.0,0.0,13.48973607038123,73.0
MTV Music Generator 2,Playstation 2,2001.0,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,77.0,16.0,8.5,11.0,Jester Interactive,T,False,False,85.0,-8.0,28.37465564738292,81.0
Mugen Souls,Playstation 3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55.0,24.0,7.3,35.0,"Compile Heart, GCREST",T,False,False,73.0,-18.0,15.873015873015872,64.0
Major League Baseball 2K13,Playstation 3,2013.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.02,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.47560975609756,0.0
Saw II: Flesh & Blood,Xbox 360,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Burnout 2: Point of Impact,Game Cube,2003.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,89.0,24.0,8.5,18.0,Criterion Games,E,False,False,85.0,4.0,32.800000000000004,87.0
Paris-Dakar Rally,Playstation 2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,36.0,6.0,3.9,15.0,Broadsword Interactive,E,False,False,39.0,-3.0,37.1900826446281,37.5
MotionSports: Adrenaline,Playstation 3,2011.0,Sports,Ubisoft,0.08,0.05,0.0,0.02,0.15,-1.0,-1.0,0.0,-1.0,Ubisoft Vancouver,E,True,True,0.0,0.0,18.30985915492958,0.0
Atelier Iris: Eternal Mana,Playstation 2,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,74.0,38.0,7.7,38.0,Gust,T,False,False,77.0,-3.0,36.247723132969035,75.5
Blinx 2: Masters of Time & Space,Xbox,2004.0,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,13.843351548269581,0.0
F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74.0,34.0,5.9,420.0,Day 1 Studios,M,False,False,59.0,15.0,16.76056338028169,66.5
Tak: The Great Juju Challenge,Game Cube,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15,75.0,17.0,9.3,4.0,Avalanche Software,E,False,False,93.0,-18.0,18.781725888324875,84.0
Fantasia: Music Evolved,Xbox One,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+,False,False,75.0,2.0,16.879795396419436,76.0
Knockout Kings 2003,Game Cube,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,78.0,13.0,6.5,4.0,EA Sports,T,False,False,65.0,13.0,33.12202852614897,71.5
NCAA Football 2004,Game Cube,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,89.0,16.0,7.5,6.0,EA Sports,E,False,False,75.0,14.0,32.800000000000004,82.0
XGIII: Extreme G Racing,Game Cube,2001.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,21.0,7.8,14.0,Acclaim,E,False,False,78.0,5.0,37.1900826446281,80.5
Digimon World 4,Playstation 2,2005.0,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15,48.0,7.0,6.9,37.0,Bandai,E,False,False,69.0,-21.0,18.781725888324875,58.5
Stormrise,Xbox 360,2009.0,Strategy,Sega,0.11,0.03,0.0,0.01,0.15,48.0,36.0,6.8,17.0,Creative Assembly,M,False,False,68.0,-20.0,12.761020881670534,58.0
Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Visual Concepts,E,True,True,0.0,0.0,18.30985915492958,0.0
Disney's Story Studio: Disney's Mulan,Playstation,1999.0,Misc,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.15,77.0,38.0,8.5,48.0,EA Redwood Shores,M,False,False,85.0,-8.0,10.557184750733137,81.0
Wolfenstein: The Old Blood,Xbox One,2015.0,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,75.0,23.0,8.0,101.0,MachineGames,Unknown,False,False,80.0,-5.0,36.60933660933661,77.5
Dragon's Lair Trilogy,Wii,2010.0,Adventure,Destineer,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
American Chopper,Xbox,2004.0,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,44.0,6.0,5.9,9.0,Creat Studios,T,False,False,59.0,-15.0,36.247723132969035,51.5
Dynasty Warriors 8,Xbox 360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,65.0,21.0,7.5,35.0,Omega Force,T,False,False,75.0,-10.0,14.939024390243901,70.0
Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Kingdom Under Fire: Heroes,Xbox,2005.0,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,78.0,55.0,7.5,23.0,Phantagram,M,False,False,75.0,3.0,21.658206429780034,76.5
The Terminator: Dawn of Fate,Xbox,2002.0,Action,Atari,0.11,0.03,0.0,0.01,0.15,53.0,19.0,5.2,5.0,Paradigm Entertainment,T,False,False,52.0,1.0,33.12202852614897,52.5
Birds of Steel,Xbox 360,2012.0,Simulation,Konami Digital Entertainment,0.11,0.03,0.0,0.01,0.15,77.0,18.0,8.9,18.0,Gaijin Entertainment,T,False,False,89.0,-12.0,15.873015873015872,83.0
Cars: Race-O-Rama,Xbox 360,2009.0,Racing,THQ,0.14,0.01,0.0,0.01,0.15,54.0,8.0,5.8,5.0,Incinerator Games,E,False,False,58.0,-4.0,25.290023201856147,56.0
Scooby-Doo! Unmasked,Game Cube,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,16.920473773265652,0.0
Streak: Hoverboard Racing,Playstation,1998.0,Racing,GT Interactive,0.09,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
NBA Street Homecourt,Playstation 3,2007.0,Sports,Electronic Arts,0.12,0.01,0.0,0.02,0.15,81.0,31.0,6.5,16.0,EA Canada,E,False,False,65.0,16.0,26.392961876832842,73.0
Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.02,0.15,81.0,23.0,7.8,653.0,Vigil Games,M,False,False,78.0,3.0,31.746031746031743,79.5
Enthusia Professional Racing,Playstation 2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,70.0,43.0,7.6,17.0,Konami,E,False,False,76.0,-6.0,18.781725888324875,73.0
DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.15,86.0,23.0,6.9,433.0,Codemasters,T,False,False,69.0,17.0,23.943661971830984,77.5
NCAA GameBreaker 2001,Playstation 2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,57.0,9.0,0.0,-1.0,989 Sports,E,True,False,0.0,57.0,25.151515151515152,28.5
Get On Da Mic,Playstation 2,2004.0,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15,49.0,29.0,6.3,7.0,Artificial Mind and Movement,T,False,False,63.0,-14.0,36.247723132969035,56.0
Darksiders II,WiiU,2012.0,Action,THQ,0.07,0.07,0.0,0.01,0.15,85.0,36.0,8.2,153.0,Vigil Games,M,False,False,82.0,3.0,31.746031746031743,83.5
Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,0.07,0.06,0.0,0.02,0.15,-1.0,-1.0,0.0,-1.0,Neko Entertainment,T,True,True,0.0,0.0,25.268817204301076,0.0
Army Men: Sarge's War,Game Cube,2004.0,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15,56.0,11.0,6.7,7.0,3DO,T,False,False,67.0,-11.0,36.247723132969035,61.5
Jikkyou Powerful Pro Yakyuu 2009,Playstation 2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Block Party,Wii,2008.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,2.8,4.0,Activision,E10+,False,True,28.0,-28.0,14.131736526946106,14.0
Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Now Production,E,True,True,0.0,0.0,25.290023201856147,0.0
Blitz: The League II,Playstation 3,2008.0,Sports,Midway Games,0.11,0.02,0.0,0.02,0.15,62.0,25.0,7.5,15.0,Unknown,Unknown,False,False,75.0,-13.0,25.868263473053894,68.5
Arcade Zone,Wii,2009.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Activision,E,True,True,0.0,0.0,25.290023201856147,0.0
Project Sylpheed: Arc of Deception,Xbox 360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,64.0,45.0,8.6,24.0,"Game Arts, Seta Corporation",T,False,False,86.0,-22.0,26.16984402079723,75.0
Frogger's Adventures: The Rescue,Game Cube,2003.0,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15,61.0,4.0,0.0,-1.0,Konami,E,True,False,0.0,61.0,32.800000000000004,30.5
NHL 2K10,Playstation 3,2009.0,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,66.0,23.0,7.1,8.0,Take-Two Interactive,E10+,False,False,71.0,-5.0,15.4292343387471,68.5
Family Party: Fitness Fun,Wii,2010.0,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Tamsoft,E10+,True,True,0.0,0.0,12.096774193548388,0.0
The Secret Saturdays: Beasts of the 5th Sun,Playstation 2,2009.0,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15,-1.0,-1.0,0.0,-1.0,High Voltage Software,E10+,True,True,0.0,0.0,15.4292343387471,0.0
MLB Power Pros 2008,Playstation 2,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67.0,9.0,8.5,8.0,Konami,E,False,False,85.0,-18.0,25.748502994011975,76.0
Tears to Tiara II: Heir of the Overlord,Playstation 3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65.0,18.0,8.7,41.0,Aqua Plus,T,False,False,87.0,-22.0,14.939024390243901,76.0
The Amazing Spider-Man (Console Version),Wii,2012.0,Action,Activision,0.1,0.04,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
de Blob 2,Xbox 360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15,77.0,54.0,7.5,23.0,Blue Tongue Entertainment,E10+,False,False,75.0,2.0,14.084507042253522,76.0
Disney's The Lion King: Simba's Mighty Adventure,Playstation,2000.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,30.0,5.0,6.9,9.0,Paradox Development,E,False,True,69.0,-39.0,25.151515151515152,49.5
Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,53.0,30.0,6.8,6.0,"Koei, Omega Force",T,False,False,68.0,-15.0,23.313782991202345,60.5
NBA 09: The Inside,Playstation 3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,63.0,17.0,5.1,7.0,SCEA San Diego Studios,E,False,False,51.0,12.0,25.748502994011975,57.0
Marvel Super Hero Squad: The Infinity Gauntlet,Xbox 360,2010.0,Action,THQ,0.12,0.02,0.0,0.01,0.15,55.0,10.0,6.3,6.0,THQ,E10+,False,False,63.0,-8.0,12.096774193548388,59.0
Zoids: Battle Legends,Game Cube,2003.0,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,-1.0,-1.0,8.1,14.0,Tomy Corporation,T,False,True,81.0,-81.0,34.88,40.5
World Series Baseball 2K3,Xbox,2003.0,Sports,Sega,0.11,0.03,0.0,0.01,0.15,89.0,22.0,8.6,14.0,Blue Shift,E,False,False,86.0,3.0,32.800000000000004,87.5
Serious Sam,Xbox,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,75.0,22.0,8.2,16.0,Croteam,M,False,False,82.0,-7.0,9.508716323296355,78.5
Kowloon's Gate,Playstation,1997.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Killer7,Game Cube,2005.0,Action,Capcom,0.12,0.03,0.0,0.0,0.15,74.0,57.0,8.5,64.0,Grasshopper Manufacture,M,False,False,85.0,-11.0,21.658206429780034,79.5
Super Monkey Ball Adventure,Game Cube,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,51.0,24.0,7.2,9.0,TT Games,E,False,False,72.0,-21.0,19.064124783362217,61.5
FIFA Soccer 2002,Playstation,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,81.0,8.0,6.4,5.0,EA Sports,E,False,False,64.0,17.0,37.1900826446281,72.5
Street Fighter Anniversary Collection,Xbox,2004.0,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,79.0,33.0,6.4,9.0,Capcom,T,False,False,64.0,15.0,36.247723132969035,71.5
3rd Super Robot Wars Z: Tengoku-Hen,Playstation 3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
Shadow Ops: Red Mercury,Xbox,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,61.0,45.0,6.1,14.0,Zombie,T,False,False,61.0,0.0,36.247723132969035,61.0
Indigo Prophecy,Playstation 2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,83.0,47.0,7.8,104.0,Quantic Dream,M,False,False,78.0,5.0,21.658206429780034,80.5
FIFA 06: Road to FIFA World Cup,Xbox 360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62.0,39.0,6.0,34.0,EA Canada,E,False,False,60.0,2.0,18.781725888324875,61.0
NBA ShootOut 2001,Playstation 2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,12.0,0.0,-1.0,989 Sports,E,True,False,0.0,54.0,37.1900826446281,27.0
Final Fantasy XI: Vana'diel Collection 2008,Xbox 360,2007.0,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,-1.0,-1.0,0.0,-1.0,Square Enix,T,True,True,0.0,0.0,23.313782991202345,0.0
We Sing UK Hits,Wii,2011.0,Misc,Nordic Games,0.0,0.13,0.0,0.02,0.15,-1.0,-1.0,0.0,-1.0,Le Cortex,T,True,True,0.0,0.0,23.943661971830984,0.0
Samurai Shodown Anthology,Playstation 2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,-1.0,-1.0,0.0,-1.0,SNK Playmore,T,True,True,0.0,0.0,23.47305389221557,0.0
Musashi: Samurai Legend,Playstation 2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,64.0,47.0,8.9,9.0,Square Enix,T,False,False,89.0,-25.0,30.79526226734349,76.5
The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
F1 2001,Playstation 2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,83.0,13.0,8.3,9.0,EA Sports,E,False,False,83.0,0.0,37.1900826446281,83.0
Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,83.0,18.0,7.8,603.0,Vigil Games,M,False,False,78.0,5.0,11.827956989247312,80.5
Top Gun: Combat Zones,Game Cube,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,59.0,10.0,7.1,7.0,Titus Software,E,False,False,71.0,-12.0,39.144215530903324,65.0
Pro Baseball Spirits 2015,Playstation 3,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
NHL 09,Playstation 2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,-1.0,-1.0,7.6,7.0,EA Canada,E10+,False,True,76.0,-76.0,14.131736526946106,38.0
History Civil War: Secret Missions,Playstation 2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Fantastic Four: Rise of the Silver Surfer,Playstation 3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,Visual Concepts,T,False,False,62.0,-15.0,23.313782991202345,54.5
Dark Rift,Nintendo 64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Derby Stallion 64,Nintendo 64,2001.0,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
Doraemon 3: Nobi Dai no Machi SOS!,Nintendo 64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
Space Station Silicon Valley,Nintendo 64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
All-Star Baseball 2003,Game Cube,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,16.0,8.0,6.0,Acclaim,E,False,False,80.0,3.0,39.144215530903324,81.5
Burger Island,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,eGames,E,True,True,0.0,0.0,25.290023201856147,0.0
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
T'ai Fu: Wrath of the Tiger,Playstation,1998.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Rocky,Xbox,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,74.0,22.0,7.3,6.0,Rage Software,T,False,False,73.0,1.0,33.12202852614897,73.5
Ford Racing 2,Xbox,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,62.0,11.0,0.0,-1.0,Razorworks Studios,E,True,False,0.0,62.0,32.800000000000004,31.0
Rock Band: Metal Track Pack,Xbox 360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Harmonix Music Systems,T,True,True,0.0,0.0,24.245939675174014,0.0
Megamind: Ultimate Showdown,Playstation 3,2010.0,Action,THQ,0.07,0.05,0.0,0.02,0.15,43.0,5.0,4.2,6.0,THQ Australia,E10+,False,False,42.0,1.0,12.096774193548388,42.5
Thor: God of Thunder,Wii,2011.0,Action,Sega,0.1,0.04,0.0,0.01,0.15,56.0,14.0,8.0,9.0,Red Fly Studio,T,False,False,80.0,-24.0,23.943661971830984,68.0
BloodRayne 2,Xbox,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,71.0,35.0,8.5,4.0,Terminal Reality,M,False,False,85.0,-14.0,18.0327868852459,78.0
Jaws Unleashed,Xbox,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,29.0,6.2,9.0,Appaloosa Interactive,M,False,False,62.0,-11.0,11.438474870017332,56.5
Pro Yaky? Spirits 6,Playstation 3,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Star Trek: Voyager Elite Force,Playstation 2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,52.0,12.0,6.4,5.0,Pipe Dream Interactive,T,False,False,64.0,-12.0,28.37465564738292,58.0
X-Men: The Official Game,Game Cube,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,31.0,6.3,8.0,Hypnos,T,False,False,63.0,-13.0,26.16984402079723,56.5
The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Warriors Orochi 3,Playstation 4,2014.0,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Chessmaster II,Playstation,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,0.0,-1.0,Visual Concepts,E,True,True,0.0,0.0,15.873015873015872,0.0
Scooby-Doo! Mystery Mayhem,Xbox,2004.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,13.843351548269581,0.0
Winning Post 4,Playstation,1999.0,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
187: Ride or Die,Playstation 2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,52.0,33.0,6.8,12.0,Ubisoft,M,False,False,68.0,-16.0,21.658206429780034,60.0
